[Code]|[ControlNumber]|[Name]|[OKPID]
57 7433|1|Гидростеклоизол|29847
57 7434|7|Гидроизол|29848
57 7440|9|Материалы на стекловолокнистой основе (стеклорубероид)|29849
57 7441|5|Стеклорубероид / с крупнозернистой посыпкой|29850
57 7442|0|- с чешуйчатой посыпкой|29851
57 7443|6|- с минеральной посыпкой|29852
57 7450|4|Материалы с применением фольги|29853
57 7451|2|Фольгоизол|29854
57 7452|5|Фольгорубероид|29855
57 7460|9|Материалы безосновные|29856
57 7461|4|Изол|29857
57 7463|5|Гидробутил|29858
57 7466|1|Пленки кровельные и оберточно-гидроизоляционные|29859
57 7500|5|Мастики, пасты, составы для устройства мастичной кровли, кровельные и гидроизоляционные|29860
57 7510|5|Мастики, пасты, составы для устройства безрулонной кровли,  гидро- и пароизоляции|29861
57 7511|5|Составы латексные|29862
57 7512|0|Мастики хлорсульфополиэтиленовые|29863
57 7513|6|Мастики битумно-бутилкаучуковые|29864
57 7514|1|Пасты для гидроизоляции|29865
57 7515|7|Эмульсии битумно-полимерные|29866
57 7520|4|Мастики кровельные / приклеивающие|29867
57 7521|9|- битумные|29868
57 7523|0|- кукерсольные|29869
57 7524|6|- битумно-латексные и битумно-резиновые|29870
57 7530|9|Мастики гидроизоляционные /|29871
57 7531|4|- битумно-полимерные|29872
57 7532|2|- "изол"|29873
57 7533|5|- резинобитумно-полимерные|29874
57 7550|8|Прокладки уплотняющие /|29875
57 7551|3|- пороизоловые (пороизол)|29876
57 7552|9|- гернит|29877
57 7920|9|Посыпки и наполнители для кровельных и гидроизоляционных материалов|29878
57 7921|4|Посыпки для кровельных материалов|29879
57 7922|8|Наполнители для кровельных материалов|29880
57 7930|3|Материалы листовые|29881
57 7931|9|Листы битумные, резино-битумные и резино-текстильные|29882
57 8000|6|Изделия асбестоцементные|29883
57 8100|3|Листы асбестоцементные (шифер)|29884
57 8101|9|Листы асбестоцементные, окрашенные селикатными красками *|29885
57 8102|4|Листы крупноразмерные плоские и волнистые *|29886
57 8103|3|Листы асбестоцементные плоские конструктивные *|29887
57 8104|5|Листы асбестоцементные кровельные волнистые, в т.ч. "ВУ" *|29888
57 8105|0|Листы асбестоцементные конструктивные *|29889
57 8106|6|Листы асбестоцементные плоские *|29890
57 8107|1|Листы асбестоцементные волнистые окрашенные *|29891
57 8108|4|Листы асбестоцементные волнистые длиной 2,5 м и более *|29892
57 8110|8|Листы асбестоцементные кровельные волнистые /|29893
57 8111|3|- обыкновенного профиля "ВО"|29894
57 8112|9|- унифицированного профиля 54/200-6|29895
57 8114|7|- высокого профиля 51/177|29896
57 8116|0|- среднего профиля 40/150|29897
57 8120|2|Листы асбестоцементные волнистые / конструктивные|29898
57 8121|8|- унифицированного профиля 54/200-7,5|29899
57 8123|9|- среднеевропейского профиля "СЕ-250"|29900
57 8125|0|- усиленного профиля "ВУ"|29901
57 8150|6|Листы асбестоцементные плоские прессованные /|29902
57 8152|7|- 3000 x 1500|29903
57 8153|2|- 1200 x 800|29904
57 8159|5|- прочие|29905
57 8160|0|Листы асбестоцементные плоские непрессованные /|29906
57 8162|1|- 3000 x 1500|29907
57 8163|7|- 1200 x 800|29908
57 8169|5|- прочие|29909
57 8180|2|Листы асбестоцементные плоские различного назначения|29910
57 8181|5|Листы асбестоцементные плоские для оросителей градирен|29911
57 8182|0|Листы асбестоцементные для пометных настилов|29912
57 8184|1|Листы асбестоцементные перфорированные|29913
57 8190|4|Конструкции из асбестоцементных листов|29914
57 8195|1|Панели асбестоцементные каркасные|29915
57 8600|1|Трубы и муфты асбестоцементные|29916
57 8610|6|Трубы и муфты асбестоцементные напорные (водопроводные) /|29917
57 8611|1|- условным проходом 100 мм|29918
57 8612|7|- условным проходом 150 мм|29919
57 8613|2|- условным приходом 200 мм|29920
57 8614|8|- условным проходом 250 мм|29921
57 8615|3|- условным проходом 300 мм|29922
57 8616|9|- условным проходом 350 мм|29923
57 8617|4|- условным проходом 400 мм|29924
57 8618|3|- условным проходом 500 мм|29925
57 8630|5|Трубы и муфты асбестоцементные безнапорные /|29926
57 8631|0|- условным проходом 100 мм|29927
57 8632|6|- условным проходом 150 мм|29928
57 8633|1|- условным проходом 200 мм|29929
57 8634|7|- условным проходом 300 мм|29930
57 8635|2|- условным проходом 400 мм|29931
57 8900|2|Изделия из асбестоцемента прочие и отходы асбестоцементного производства|29932
57 8910|7|Доски асбестоцементные электротехнические дугостойкие (АЦЭИД) /|29933
57 8912|8|- необработанные|29934
57 8920|1|Короба асбестоцементные прямоугольного сечения / и муфты к ним|29935
57 8921|7|- 150 x 200 и муфты к ним|29936
57 8922|2|- 150 x 300 и муфты к ним|29937
57 8923|8|- 200 x 200 и муфты к ним|29938
57 8924|3|- 200 x 300 и муфты к ним|29939
57 8940|0|Полуцилиндры асбестоцементные /|29940
57 8941|6|- безраструбные|29941
57 8942|1|- раструбные|29942
57 8950|5|Панели и плиты асбестоцементные|29943
57 8951|0|Панели асбестоцементные|29944
57 8952|6|Плиты асбестоцементные|29945
57 8970|4|Изделия и детали архитектурно-строительные (асбестоцементные)|29946
57 8971|7|Плиты подоконные асбестоцементные, кроме экструзионных|29947
57 8972|5|Плиты подоконные асбестоцементные экструзионные|29948
57 8973|0|Швеллеры асбестоцементные|29949
57 8974|6|Детали архитектурного оформления асбестоцементные|29950
57 8976|7|Изделия и детали из асбестоцементных плоских листов|29951
57 8979|3|Изделия строительные асбестоцементные различного назначения прочие|29952
57 8990|3|Отходы асбестоцементного производства|29953
58 0000|3|КОНСТРУКЦИИ И ДЕТАЛИ СБОРНЫЕ ЖЕЛЕЗОБЕТОННЫЕ (включая армированные изделия из бесцементных бетонов)|29954
58 1000|2|Конструкции и детали фундаментов|29955
58 1100|6|Блоки фундаментов|29956
58 1110|0|Блоки фундаментов преднапряженные /|29957
58 1111|6|- из тяжелого цементного бетона|29958
58 1120|5|Блоки фундаментов с обычным армированием /|29959
58 1121|0|- из тяжелого цементного бетона|29960
58 1200|9|Фундаменты стаканного типа и башмаки|29961
58 1220|9|Фундаменты стаканного типа и башмаки с обычным армированием /|29962
58 1221|4|- из тяжелого цементного бетона|29963
58 1300|3|Плиты фундаментов|29964
58 1310|8|Плиты фундаментов преднапряженные /|29965
58 1311|3|- из тяжелого цементного бетона|29966
58 1320|2|Плиты фундаментов с обычным армированием /|29967
58 1321|8|- из тяжелого цементного бетона|29968
58 1400|7|Детали ростверков|29969
58 1420|6|Детали ростверков с обычным армированием /|29970
58 1421|1|- из тяжелого цементного бетона|29971
58 1700|8|Сваи|29972
58 1710|2|Сваи преднапряженные /|29973
58 1711|8|- из тяжелого цементного бетона|29974
58 1720|7|Сваи с обычным армированием /|29975
58 1721|2|- из тяжелого цементного бетона|29976
58 2000|5|Конструкции и детали каркаса зданий и сооружений|29977
58 2100|9|Колонны|29978
58 2110|3|Колонны преднапряженные /|29979
58 2111|9|- из тяжелого цементного бетона|29980
58 2120|8|Колонны с обычным армированием /|29981
58 2121|3|- из тяжелого цементного бетона|29982
58 2200|2|Балки стропильные и подстропильные|29983
58 2210|7|Балки стропильные и подстропильные преднапряженные /|29984
58 2211|2|- из тяжелого цементного бетона|29985
58 2220|1|Балки стропильные и подстропильные с обычным армированием /|29986
58 2221|7|- из тяжелого цементного бетона|29987
58 2300|6|Балки подкрановые|29988
58 2310|0|Балки подкрановые преднапряженные /|29989
58 2311|6|- из тяжелого цементного бетона|29990
58 2312|1|- из легкого цементного бетона|29991
58 2320|5|Балки подкрановые с обычным армированием /|29992
58 2321|0|- из тяжелого цементного бетона|29993
58 2400|4|Балки обвязочные, фундаментные и для сооружений|29994
58 2410|4|Балки обвязочные, фундаментные и для сооружений преднапряженные /|29995
58 2411|8|- из тяжелого цементного бетона|29996
58 2420|9|Балки обвязочные, фундаментные и для сооружений с обычным армированием /|29997
58 2421|4|- из тяжелого цементного бетона|29998
58 2500|3|Ригели и прогоны|29999
58 2510|8|Ригели и прогоны преднапряженные /|30000
58 2511|3|- из тяжелого цементного бетона|30001
58 2520|2|Ригели и прогоны с обычным армированием /|30002
58 2521|8|-  из тяжелого цементного бетона|30003
58 2522|3|- из легкого цементного бетона|30004
58 2600|7|Фермы|30005
58 2610|1|Фермы преднапряженные /|30006
58 2611|7|- из тяжелого цементного бетона|30007
58 2612|2|- из легкого цементного бетона|30008
58 2620|6|Фермы с обычным армированием /|30009
58 2621|1|- из тяжелого цементного бетона|30010
58 2700|0|Элементы рам|30011
58 2710|5|Элементы рам преднапряженные /|30012
58 2711|0|- из тяжелого цементного бетона|30013
58 2720|3|Элементы рам с обычным армированием /|30014
58 2721|5|- из тяжелого цементного бетона|30015
58 2800|4|Перемычки|30016
58 2810|9|Перемычки преднапряженные /|30017
58 2811|4|- из тяжелого цементного бетона|30018
58 2820|3|Перемычки с обычным армированием /|30019
58 2821|9|- из тяжелого цементного бетона|30020
58 2826|6|- из ячеистого силикатного бетона|30021
58 2900|8|Распорки|30022
58 2910|2|Распорки преднапряженные /|30023
58 2911|8|- из тяжелого цементного бетона|30024
58 2920|7|Распорки с обычным армированием /|30025
58 2921|2|- из тяжелого цементного бетона|30026
58 2922|8|- из легкого цементного бетона|30027
58 3000|8|Конструкции, детали стен и перегородки|30028
58 3100|1|Панели стеновые наружные|30029
58 3110|6|Панели стеновые наружные преднапряженные /|30030
58 3111|1|- из тяжелого цементного бетона|30031
58 3112|7|- из легкого цементного бетона|30032
58 3113|2|- из ячеистого цементного бетона|30033
58 3120|0|Панели стеновые наружные с обычным армированием /|30034
58 3121|6|- из тяжелого цементного бетона|30035
58 3122|1|- из легкого цементного бетона|30036
58 3123|7|- из ячеистого цементного бетона|30037
58 3124|2|- из тяжелого силикатного бетона|30038
58 3126|3|- из ячеистого силикатного бетона|30039
58 3127|9|- из бетона с теплозвукоизоляционными материалами|30040
58 3200|5|Панели стеновые внутренние|30041
58 3210|4|Панели стеновые внутренние преднапряженные /|30042
58 3211|5|- из тяжелого цементного бетона|30043
58 3212|0|- из легкого цементного бетона|30044
58 3213|6|- из ячеистого цементного бетона|30045
58 3220|4|Панели стеновые внутренние с обычным армированием /|30046
58 3221|8|- из тяжелого цементного бетона|30047
58 3222|5|- из легкого цементного бетона|30048
58 3223|0|- из ячеистого цементного бетона|30049
58 3224|6|- из тяжелого силикатного бетона|30050
58 3226|7|- из ячеистого силикатного бетона|30051
58 3300|9|Перегородки|30052
58 3310|3|Перегородки преднапряженные /|30053
58 3311|9|- из тяжелого цементного бетона|30054
58 3320|8|Перегородки с обычным армированием /|30055
58 3321|3|- из тяжелого цементного бетона|30056
58 3322|9|- из легкого цементного бетона|30057
58 3323|4|- из ячеистого цементного бетона|30058
58 3324|5|- из тяжелого силикатного бетона|30059
58 3326|0|- из ячеистого силикатного бетона|30060
58 3329|7|- из гипсоцементного бетона|30061
58 3500|6|Блоки стеновые|30062
58 3510|0|Блоки стеновые преднапряженные /|30063
58 3512|1|- из легкого цементного бетона|30064
58 3513|7|- из ячеистого цементного бетона|30065
58 3520|5|Блоки стеновые с обычным армированием /|30066
58 3521|0|- из тяжелого цементного бетона|30067
58 3522|6|- из легкого цементного бетона|30068
58 3523|1|- из ячеистого цементного бетона|30069
58 3524|7|- из тяжелого силикатного бетона|30070
58 3526|8|- из ячеистого силикатного бетона|30071
58 3529|4|- из гипсоцементного бетона|30072
58 4000|0|Плиты, панели и настилы перекрытий и покрытий|30073
58 4100|4|Плиты покрытий|30074
58 4110|9|Плиты покрытий преднапряженные /|30075
58 4111|4|- из тяжелого цементного бетона|30076
58 4112|8|- из легкого цементного бетона|30077
58 4114|0|- из тяжелого силикатного бетона|30078
58 4116|1|- из ячеистого силикатного бетона|30079
58 4120|3|Плиты покрытий с обычным армированием /|30080
58 4121|9|- из тяжелого цементного бетона|30081
58 4122|4|- из легкого цементного бетона|30082
58 4123|1|- из ячеистого цементного бетона|30083
58 4126|6|- из ячеистого силикатного бетона|30084
58 4200|8|Плиты перекрытий|30085
58 4210|2|Плиты перекрытий преднапряженные /|30086
58 4211|8|- из тяжелого цементного бетона|30087
58 4212|3|- из легкого цементного бетона|30088
58 4214|4|- из тяжелого силикатного бетона|30089
58 4220|7|Плиты перекрытий с обычным армированием /|30090
58 4221|2|- из тяжелого цементного бетона|30091
58 4222|8|- из легкого цементного бетона|30092
58 4224|9|- из тяжелого силикатного бетона|30093
58 4600|2|Плиты дорожные|30094
58 4610|7|Плиты дорожные преднапряженные /|30095
58 4611|2|- из тяжелого цементного бетона|30096
58 4620|1|Плиты дорожные с обычным армированием /|30097
58 4621|7|- из тяжелого цементного бетона|30098
58 5000|3|Конструкции и детали инженерных сооружений|30099
58 5100|7|Конструкции и детали пролетных строений мостов|30100
58 5110|1|Конструкции и детали пролетных строений мостов преднапряженные /|30101
58 5111|7|- из тяжелого цементного бетона|30102
58 5120|6|Конструкции и детали пролетных строений мостов с обычным армированием /|30103
58 5121|1|- из тяжелого цементного бетона|30104
58 5200|0|Конструкции и детали ГЭС|30105
58 5210|5|Конструкции и детали ГЭС преднапряженные /|30106
58 5211|0|- из тяжелого цементного бетона|30107
58 5220|0|Конструкции и детали ГЭС с обычным армированием /|30108
58 5221|5|- из тяжелого цементного бетона|30109
58 5300|4|Детали водопропускных труб Пояснение: включая плиты днищ, блоки плитных перекрытий, оголовки|30110
58 5310|9|Детали водопропускных труб / преднапряженные / Пояснение: включая плиты днищ, блоки плитных перекрытий, оголовки преднапряженные|30111
58 5311|4|- из тяжелого цементного бетона|30112
58 5320|3|Детали водопропускных труб / с обычным армированием / Пояснение: включая плиты днищ, блоки плитных перекрытий, оголовки с обычным армированием|30113
58 5321|9|- из тяжелого цементного бетона|30114
58 5500|1|Детали смотровых колодцев|30115
58 5520|0|Детали смотровых колодцев с обычным армированием /|30116
58 5521|6|- из тяжелого цементного бетона|30117
58 5600|5|Конструкции и детали силосов и градирен|30118
58 5610|5|Конструкции и детали силосов и градирен преднапряженные /|30119
58 5611|5|- из тяжелого цементного бетона|30120
58 5620|4|Конструкции и детали силосов и градирен с обычным армированием /|30121
58 5621|9|- из тяжелого цементного бетона|30122
58 5700|9|Элементы траверс трубопроводов|30123
58 5720|8|Элементы траверс трубопроводов с обычным армированием /|30124
58 5721|3|- из тяжелого цементного бетона|30125
58 5800|2|Конструкции и детали каналов и открытых водоводов|30126
58 5810|7|Конструкции и детали каналов и открытых водоводов преднапряженные /|30127
58 5811|2|- из тяжелого цементного бетона|30128
58 5820|1|Конструкции и детали каналов и открытых водоводов с обычным армированием /|30129
58 5821|7|- из тяжелого цементного бетона|30130
58 5900|6|Конструкции и детали инженерных гидротехнических сооружений прочие|30131
58 6000|6|Конструкции и детали специального назначения Пояснение: включая специальный железобетон|30132
58 6100|6|Трубы напорные|30133
58 6110|4|Трубы напорные преднапряженные /|30134
58 6111|0|- из тяжелого цементного бетона|30135
58 6117|2|- с металлическим цилиндром|30136
58 6200|3|Трубы безнапорные|30137
58 6210|8|Трубы безнапорные преднапряженные /|30138
58 6211|3|- из тяжелого цементного бетона|30139
58 6220|2|Трубы безнапорные с обычным армированием /|30140
58 6221|8|- из тяжелого цементного бетона|30141
58 6300|7|Опоры ЛЭП, связи и элементы контактной сети электрифицированных дорог осветительной сети|30142
58 6310|1|Опоры ЛЭП, связи и элементы контактной сети электрифицированных дорог осветительной сети преднапряженные /|30143
58 6311|7|- из тяжелого цементного бетона|30144
58 6320|6|Опоры ЛЭП, связи и элементы контактной сети электрифицированных дорог и осветительной сети с обычным армированием /|30145
58 6321|1|- из тяжелого цементного бетона|30146
58 6400|0|Шпалы|30147
58 6410|5|Шпалы преднапряженные /|30148
58 6411|0|- из тяжелого цементного бетона|30149
58 6420|5|Шпалы с обычным армированием /|30150
58 6421|5|- из тяжелого цементного бетона|30151
58 6500|4|Блоки и тюбинги для тоннелей и шахтная крепь|30152
58 6510|9|Блоки и тюбинги для тоннелей и шахтная крепь преднапряженные /|30153
58 6511|4|- из тяжелого цементного бетона|30154
58 6520|3|Блоки и тюбинги для тоннелей и шахтная крепь с обычным армированием /|30155
58 6521|9|- из тяжелого цементного бетона|30156
58 6600|8|Амфоры|30157
58 6620|8|Амфоры с обычным армированием /|30158
58 6621|2|- из тяжелого цементного бетона|30159
58 6700|1|Плиты специальные аэродромные|30160
58 6710|6|Плиты специальные аэродромные преднапряженные /|30161
58 6711|1|- из тяжелого цементного бетона|30162
58 6800|5|Приставки и столбики шпалерные для ограждения пастбищ|30163
58 6810|0|Приставки и столбики шпалерные для ограждения пастбищ преднапряженные /|30164
58 6811|5|- из тяжелого цементного бетона|30165
58 6820|4|Приставки и столбики шпалерные для ограждения пастбищ с обычным армированием /|30166
58 6821|4|- из тяжелого цементного бетона|30167
58 6900|9|Специальный железобетон жаростойкий и прочий|30168
58 9000|4|Конструктивные и архитектурно-строительные элементы зданий и сооружений|30169
58 9100|8|Элементы лестниц|30170
58 9120|7|Элементы лестниц с обычным армированием /|30171
58 9121|2|- из тяжелого цементного бетона|30172
58 9122|8|- из легкого цементного бетона|30173
58 9300|5|Блоки коммуникаций|30174
58 9310|7|Блоки коммуникаций преднапряженные /|30175
58 9311|5|- из тяжелого цементного бетона|30176
58 9320|4|Блоки коммуникаций с обычным армированием /|30177
58 9321|0|- из тяжелого цементного бетона|30178
58 9400|9|Архитектурно-строительные элементы зданий и сооружений|30179
58 9410|3|Архитектурно-строительные элементы зданий и сооружений преднапряженные /|30180
58 9411|9|- из тяжелого цементного бетона|30181
58 9420|8|Архитектурно-строительные элементы зданий и сооружений с обычным армированием /|30182
58 9421|3|- из тяжелого цементного бетона|30183
58 9422|9|- из легкого цементного бетона|30184
58 9423|4|- из ячеистого цементного бетона|30185
58 9424|8|- из тяжелого силикатного бетона|30186
58 9500|2|Элементы входов и приямков зданий|30187
58 9520|1|Элементы входов и приямков зданий с обычным армированием /|30188
58 9521|7|- из тяжелого цементного бетона|30189
58 9522|2|- из легкого цементного бетона|30190
58 9600|6|Детали лифтовых и вентиляционных шахт|30191
58 9620|5|Детали лифтовых и вентиляционных шахт с обычным армированием /|30192
58 9621|0|- из тяжелого цементного бетона|30193
58 9622|6|- из легкого цементного бетона|30194
58 9629|4|- из бетона на гипсоцементно-пуццолановом вяжущем|30195
58 9700|2|Санитарно-технические кабины|30196
58 9720|9|Санитарно-технические кабины с обычным армированием /|30197
58 9721|4|- из тяжелого цементного бетона|30198
58 9722|0|- из легкого цементного бетона|30199
58 9729|8|- из гипсоцементного бетона|30200
58 9800|3|Элементы лоджий и балконов|30201
58 9810|8|Элементы лоджий и балконов преднапряженные /|30202
58 9811|3|- из тяжелого цементного бетона|30203
58 9812|9|- из легкого цементного бетона|30204
58 9820|2|Элементы лоджий и балконов с обычным армированием /|30205
58 9821|8|- из тяжелого цементного бетона|30206
58 9822|3|- из легкого цементного бетона|30207
58 9900|7|Элементы оград|30208
58 9920|6|Элементы оград с обычным армированием /|30209
58 9921|1|- из тяжелого цементного бетона|30210
59 0000|1|ИЗДЕЛИЯ ИЗ СТЕКЛА, ФАРФОРА И ФАЯНСА|30211
59 0001|7|Посуда стеклянная *|30212
59 1000|4|Стекло строительное и материалы отделочные из стекла|30213
59 1100|8|Стекло оконное (листовое)|30214
59 1120|7|Стекло оконное (заводской ассортимент) /|30215
59 1121|2|- 2 мм|30216
59 1122|8|- 2,5 мм|30217
59 1123|3|- 3 мм|30218
59 1124|9|- 4 мм|30219
59 1125|4|- 5 мм|30220
59 1126|3|- 6 мм|30221
59 1130|1|Стекло оконное мерное /|30222
59 1131|7|- 2 мм|30223
59 1132|2|- от 2,5 до 3 мм|30224
59 1140|6|Стекло утолщенное мерное (включая стекло настольное) /|30225
59 1141|1|- 4 мм|30226
59 1142|7|- 5 мм|30227
59 1143|2|- 6 мм|30228
59 1144|8|- от 5 до 7 мм (настольное)|30229
59 1150|0|Стекло оконное для экспорта /|30230
59 1151|6|- 2 - 2,5 мм|30231
59 1152|1|- 3 мм|30232
59 1153|7|- 4 мм|30233
59 1154|2|- 5 - 6 мм|30234
59 1160|5|Стекло витринное неполированное /|30235
59 1161|0|- 6 мм|30236
59 1162|6|- 6,5 мм|30237
59 1170|1|Стекло для зеркал неполированное отборное /|30238
59 1171|5|- толщиной до 3 мм|30239
59 1172|0|- утолщенное|30240
59 1180|4|Стекло солнцезащитное /|30241
59 1181|5|- с нанесенной пленкой|30242
59 1182|5|- теплопоглощающее|30243
59 1190|9|Стекло агротехническое /|30244
59 1191|4|- для остекления растениеводческих и животноводческих построек|30245
59 1192|9|- для остекления помещений подсобно-хозяйственного назначения|30246
59 1200|1|Стекло листовое прокатное|30247
59 1210|6|Стекло листовое армированное /|30248
59 1211|1|- бесцветное|30249
59 1212|7|- цветное|30250
59 1220|0|Стекло листовое узорчатое /|30251
59 1221|6|- бесцветное|30252
59 1222|1|- цветное|30253
59 1250|4|Стекло листовое / цветное для декоративно-художественных оформлений|30254
59 1251|1|- глушеное белое|30255
59 1252|5|- цветное декоративное|30256
59 1253|0|- накладное|30257
59 1256|7|- для витражей|30258
59 1270|3|Стекло / листовое со светорассеивающими узорами|30259
59 1271|9|- "Мороз"|30260
59 1272|4|- "в полоску"|30261
59 1273|9|- "Метелица" (стекло архитектурно-строительное)|30262
59 1274|5|- матированное|30263
59 1290|2|Стекло листовое разное|30264
59 1300|5|Стекло архитектурно-строительного назначения|30265
59 1310|4|Стекло профильное строительное /|30266
59 1311|5|- швеллерное|30267
59 1312|0|- коробчатое|30268
59 1313|6|- ребристое|30269
59 1320|4|Стеклопакеты /|30270
59 1321|8|- из неполированного стекла|30271
59 1322|5|- из полированного стекла|30272
59 1323|0|- из витринного неполированного стекла|30273
59 1324|6|- из витринного полированного стекла|30274
59 1325|1|- из термообработанного теплопоглощающего стекла|30275
59 1330|9|Блоки стеклянные пустотелые /|30276
59 1331|4|- квадратные|30277
59 1332|1|- прямоугольные|30278
59 1333|5|- фигурные|30279
59 1400|9|Материалы отделочные из стекла, пеностекло|30280
59 1410|3|Плитки стеклянные облицовочные прокатные /|30281
59 1411|9|- квадратные|30282
59 1412|4|- прямоугольные|30283
59 1420|8|Плитки стеклянные облицовочные / эмалированные и с другими покрытиями|30284
59 1421|3|- эмалированные квадратные|30285
59 1422|9|- эмалированные прямоугольные|30286
59 1423|4|- с покрытием, квадратные|30287
59 1424|5|- с покрытием, прямоугольные|30288
59 1430|2|Плитки стеклянные облицовочные прессованные /|30289
59 1431|8|- квадратные|30290
59 1432|3|- прямоугольные|30291
59 1440|7|Плитки стеклянные облицовочные коврово-мозаичные /|30292
59 1441|2|- прокатные|30293
59 1442|8|- прессованные смальтовые|30294
59 1443|3|- прессованные из стеклопорошка|30295
59 1450|1|Смальта /|30296
59 1453|8|- глушеная цветная|30297
59 1460|6|Стекло листовое эмалированное закаленное /|30298
59 1461|1|- неполированное|30299
59 1470|0|Изделия из пеностекла (пеностекло)|30300
59 1471|6|Блоки прямоугольные из пеностекла|30301
59 1472|1|Блоки квадратные из пеностекла|30302
59 1473|7|Пенокрошка|30303
59 1480|5|Стеклокристаллические и другие отделочные материалы|30304
59 1481|0|Декоративный марблит|30305
59 1482|6|Стекломрамор|30306
59 1483|1|Стеклокристаллит|30307
59 1484|7|Стеклокремнезит и художественно-декоративные фрагменты из него|30308
59 1485|2|Стеклянная крошка|30309
59 2000|7|Стекло техническое|30310
59 2100|0|Заготовки из стекла для дальнейшего передела, изделия из листового стекла|30311
59 2180|7|Силикаты натрия и калия растворимые|30312
59 2181|2|Силикат натрия растворимый содовый|30313
59 2182|8|Силикат калия растворимый|30314
59 2183|3|Силикат натриево-калиевый растворимый|30315
59 2184|9|Силикат калиево-натриевый растворимый|30316
59 2185|4|Силикат натрия растворимый содово-сульфатный|30317
59 2190|1|Изделия из листового стекла|30318
59 2191|7|Зеркала бытовые (зеркальные изделия)|30319
59 2192|2|Зеркала для мебели и интерьеров|30320
59 2200|4|Стекло листовое термополированное, силикатное для производства органического стекла|30321
59 2210|9|Стекло листовое термополированное /|30322
59 2211|4|- витринное|30323
59 2213|5|- для мебели|30324
59 2215|6|- кроме теплопоглощающего|30325
59 2217|7|- теплопоглощающее|30326
59 2219|8|- прочее|30327
59 2220|3|Стекло силикатное для производства органического стекла /|30328
59 2221|9|- неполированное|30329
59 2222|4|- полированное|30330
59 2300|8|Стекло специального назначения|30331
59 2302|9|Стекло закаленное (сталинит) неполированное гнутое *|30332
59 2303|4|Стекло закаленное (сталинит) полированное гнутое *|30333
59 2304|1|Стекло трехслойное безосколочное (триплекс) полированное гнутое *|30334
59 2310|2|Полотна дверные из закаленного стекла /|30335
59 2311|8|- неполированные|30336
59 2312|3|- полированные|30337
59 2320|7|Стекло закаленное (сталинит) /|30338
59 2321|2|- неполированное плоское|30339
59 2322|8|- неполированное гнутое|30340
59 2323|3|- полированное плоское|30341
59 2324|9|- полированное гнутое|30342
59 2329|6|- прочее|30343
59 2330|1|Стекло безопасное многослойное /|30344
59 2331|7|- неполированное плоское|30345
59 2332|2|- неполированное гнутое|30346
59 2333|8|- полированное плоское|30347
59 2334|3|- полированное гнутое|30348
59 2339|0|- прочее|30349
59 2340|6|Стекло фацетированное /|30350
59 2341|1|- неполированное|30351
59 2342|7|- полированное|30352
59 2343|2|- узорчатое|30353
59 2344|8|- с токопроводящим покрытием|30354
59 2349|5|- прочее|30355
59 2360|5|Стекло / для противогазов и защитных очков|30356
59 2361|0|- для противогазов|30357
59 2362|6|- для защитных очков|30358
59 2370|7|Стекла для указателей уровня жидкости /|30359
59 2371|5|- рифленые|30360
59 2372|0|- гладкие|30361
59 2373|6|- циркониевые гладкие|30362
59 2379|9|- прочие|30363
59 2380|4|Стекла / смотровые для промышленных установок и для судовых иллюминаторов|30364
59 2381|0|- смотровые для промышленных установок|30365
59 2382|5|- для судовых иллюминаторов|30366
59 2390|9|Стекла / для остекления самолетов и судов|30367
59 2391|4|- для самолетов|30368
59 2392|4|- для судов|30369
59 2400|1|Стекла защитные|30370
59 2410|6|Стекла защитные для приборов общепромышленного применения /|30371
59 2411|1|- неполированные круглые|30372
59 2412|7|- неполированные фигурные|30373
59 2413|2|- неполированные прямоугольные|30374
59 2414|8|- полированные круглые|30375
59 2415|3|- полированные фигурные|30376
59 2416|9|- полированные прямоугольные|30377
59 2419|5|- прочие|30378
59 2420|0|Стекла / защитные специального назначения|30379
59 2421|6|- многослойные ударостойкие|30380
59 2422|1|- радиозащитные|30381
59 2430|5|Светофильтры для защиты глаз на производстве /|30382
59 2431|0|- для электросварщиков|30383
59 2432|6|- для газосварщиков и газорезчиков|30384
59 2433|1|- для вспомогательных работ электросварщиков|30385
59 2434|7|- для работ у сталеплавильных печей|30386
59 2435|2|- для работ у доменных печей|30387
59 2500|5|Трубы стеклянные и фасонные части к ним|30388
59 2501|0|Части фасонные к трубам стеклянным *|30389
59 2510|0|Трубы стеклянные и фасонные части к ним для трубопроводов промышленного назначения и для аппаратов|30390
59 2511|5|Трубы|30391
59 2512|0|Тройники|30392
59 2513|6|Крестовины|30393
59 2514|1|Переходы|30394
59 2515|7|Отступы|30395
59 2516|2|Отводы двойные (калачи)|30396
59 2517|8|Отводы|30397
59 2700|2|Изделия стеклянные светотехнические|30398
59 2701|8|Электроарматурное стекло *|30399
59 2710|7|Стекло для автотракторной, мотоциклетной и велосипедной осветительной и сигнальной арматуры|30400
59 2711|2|Рассеиватели|30401
59 2712|8|Линзы|30402
59 2713|3|Стекло для фар (включая стекло для автофар)|30403
59 2714|9|Стекло для подфарников|30404
59 2715|4|Стекло для плафонов|30405
59 2716|4|Линзы боковые|30406
59 2719|6|Изделия светотехнические прочие|30407
59 2720|1|Стекла для телевизоров /|30408
59 2721|7|- сферические закаленные|30409
59 2730|6|Стекло сигнальное и стекло для сигнальной арматуры|30410
