[Code]|[ControlNumber]|[Name]|[OKPID]
31 3562|6|Рольганги|9392
31 3563|5|Тележки|9393
31 3564|0|Направляющие|9394
31 3570|3|Механизмы вспомогательные для машин непрерывного литья|9395
31 3571|9|Система гидравлики, пневматики, смазки и охлаждения машин непрерывного литья|9396
31 3572|4|Части анкерные|9397
31 3573|0|Системы и устройства автоматизации, механизмы настройки и контроля|9398
31 3600|5|Агрегаты, станы, машины производства сплошного и полого профиля (комплексы)|9399
31 3601|0|Станы холодной прокатки листа *|9400
31 3610|5|Агрегаты литейно-прокатные|9401
31 3611|5|Агрегаты литейно-прокатные для алюминиевой катанки|9402
31 3612|0|Агрегаты литейно-прокатные для медной катанки|9403
31 3620|4|Машины полунепрерывного литья /|9404
31 3621|9|- цветных металлов|9405
31 3630|9|Станы обжимные и заготовочные|9406
31 3631|4|Блюминги|9407
31 3632|2|Слябинги|9408
31 3633|5|Станы заготовочные непрерывные|9409
31 3634|0|Станы трубозаготовочные|9410
31 3640|3|Станы сортопрокатные /|9411
31 3641|9|- рельсобалочные, балочные и балочно-сварочные|9412
31 3642|4|- крупносортные|9413
31 3643|6|- среднесортные|9414
31 3644|5|- мелкосортные и проволочные|9415
31 3645|0|- профилегибочные|9416
31 3650|8|Станы / листопрокатные|9417
31 3651|3|- толстолистовые|9418
31 3652|9|- листовые реверсивные горячей и холодной прокатки|9419
31 3653|4|- листовые дрессировочные|9420
31 3654|0|- полосовые полунепрерывные и непрерывные горячей прокатки, непрерывные и реверсивные холодной прокатки|9421
31 3655|5|- полосовые дрессировочные|9422
